A_thaliana_ortholog	Genefamily	Description	Gene_name	Species
AT3G25770.1	JA biosynthesis	AOC2	BnaC07g22910D	B. napus
AT3G25780.1	JA biosynthesis	AOC3	BnaC09g52550D	B. napus
AT3G25780.1	JA biosynthesis	AOC3	BnaA06g33400D	B. napus
AT3G25780.1	JA biosynthesis	AOC3	BnaA09g19570D	B. napus
AT3G25780.1	JA biosynthesis	AOC3	BnaC07g22930D	B. napus
AT1G76680.1	JA biosynthesis	OPR1	BnaC02g24210D	B. napus
AT1G76680.2	JA biosynthesis	OPR1	BnaA06g19250D	B. napus
AT1G76680.1	JA biosynthesis	OPR1	BnaA02g17670D	B. napus
AT1G76680.1	JA biosynthesis	OPR1	BnaC04g29730D	B. napus
AT1G76680.1	JA biosynthesis	OPR1	BnaC09g41020D	B. napus
AT1G76680.1	JA biosynthesis	OPR1	BnaA10g17650D	B. napus
AT1G76690.1	JA biosynthesis	OPR2	BnaA09g44740D	B. napus
AT1G76690.1	JA biosynthesis	OPR2	BnaC08g37440D	B. napus
AT2G06050.3	JA biosynthesis	OPR3	BnaC03g45030D	B. napus
AT2G06050.3	JA biosynthesis	OPR3	BnaA03g38210D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaC04g50800D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaA04g29730D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaC04g01170D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaCnng59530D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaA05g01450D	B. napus
AT2G46370.4	JA signaling	JAR1	BnaA03g21360D	B. napus
AT2G39940.1	JA signaling	COI1	BnaC04g05430D	B. napus
AT2G39940.1	JA signaling	COI1	BnaC03g22310D	B. napus
AT2G39940.1	JA signaling	COI1	BnaA03g56600D	B. napus
AT2G39940.1	JA signaling	COI1	BnaA05g05650D	B. napus
AT2G39940.1	JA signaling	COI1	BnaA04g22750D	B. napus
AT2G39940.1	JA signaling	COI1	BnaA04g22740D	B. napus
AT2G39940.1	JA signaling	COI1	BnaC04g46730D	B. napus
AT2G39940.1	JA signaling	COI1	BnaC04g46710D	B. napus
AT1G17380.1	JA signaling	JAZ5	BnaC08g48340D	B. napus
AT1G17380.1	JA signaling	JAZ5	BnaA06g11690D	B. napus
AT1G17380.1	JA signaling	JAZ5	BnaC05g13540D	B. napus
AT1G17380.1	JA signaling	JAZ5	BnaA08g23150D	B. napus
AT1G17380.1	JA signaling	JAZ5	BnaC08g37780D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaA06g13250D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaC05g14810D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaA08g22180D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaC05g28170D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaC08g36840D	B. napus
AT1G19180.1	JA signaling	JAZ1	BnaC08g18640D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaC06g24560D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaC02g20120D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaC06g31830D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaCnng65670D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaA07g23750D	B. napus
AT1G70700.1	JA signaling	JAZ9	BnaA07g28810D	B. napus
AT1G72450.1	JA signaling	JAZ6	BnaC02g45660D	B. napus
AT1G72450.1	JA signaling	JAZ6	BnaA07g30200D	B. napus
AT1G72450.1	JA signaling	JAZ6	BnaC06g33640D	B. napus
AT1G72450.1	JA signaling	JAZ6	BnaA02g15990D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaCnng08230D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaA07g31880D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaA02g17040D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaA07g21950D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaA07g21960D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaC06g35750D	B. napus
AT1G74950.1	JA signaling	TIFY10B	BnaC06g22690D	B. napus
AT3G17860.1	JA signaling	JAZ3	BnaA01g27170D	B. napus
AT3G17860.1	JA signaling	JAZ3	BnaAnng41010D	B. napus
AT3G17860.1	JA signaling	JAZ3	BnaC01g34620D	B. napus
AT3G17860.1	JA signaling	JAZ3	BnaC05g35610D	B. napus
AT3G17860.1	JA signaling	JAZ3	BnaA05g22360D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaC03g71460D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaC09g43860D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaA03g04250D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaA10g20060D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaA02g01520D	B. napus
AT5G13220.1	JA signaling	JAZ10	BnaC02g04570D	B. napus
AT5G20900.1	JA signaling	JAZ12	BnaA02g05120D	B. napus
AT5G20900.1	JA signaling	JAZ12	BnaC09g36990D	B. napus
AT5G20900.1	JA signaling	JAZ12	BnaA10g14660D	B. napus
AT1G32640.1	JA/ET signaling	MYC2	BnaA05g18020D	B. napus
AT1G32640.1	JA/ET signaling	MYC2	BnaC05g28450D	B. napus
AT1G32640.1	JA/ET signaling	MYC2	BnaC08g07580D	B. napus
AT5G46760.1	JA/ET signaling	MYC3	BnaA06g40330D	B. napus
AT5G46760.1	JA/ET signaling	MYC3	BnaA09g18160D	B. napus
AT5G46760.1	JA/ET signaling	MYC3	BnaC09g19610D	B. napus
AT5G46760.1	JA/ET signaling	MYC3	BnaC07g19420D	B. napus
AT4G17880.1	JA/ET signaling	MYC4	BnaC01g10420D	B. napus
AT4G17880.1	JA/ET signaling	MYC4	BnaA01g08750D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaC03g33880D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaC03g33890D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaC03g33900D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaA03g28780D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaA03g28770D	B. napus
AT3G04720.1	JA/ET signaling	HEL(PR4)	BnaA03g28760D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaA05g26640D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC05g40680D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC01g38390D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC01g38450D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaA01g30560D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaA01g30550D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC03g37570D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC03g37600D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaC03g37610D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaA03g32280D	B. napus
AT3G12500.1	JA/ET signaling	CHIB(PR3)	BnaA03g32270D	B. napus
AT5G44420.1	JA/ET signaling	PDF1.2a	BnaA02g17510D	B. napus
AT5G44420.1	JA/ET signaling	PDF1.2a	BnaC02g23410D	B. napus
AT5G44420.1	JA/ET signaling	PDF1.2a	BnaC02g23620D	B. napus
AT5G44420.1	JA/ET signaling	PDF1.2a	BnaC06g36530D	B. napus
AT5G44420.1	JA/ET signaling	PDF1.2a	BnaA06g30850D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaC04g53180D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaC04g53190D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA02g17520D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA07g21570D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA05g04680D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA05g04690D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA05g04760D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA07g32150D	B. napus
AT2G26020.1	JA/ET signaling	PDF1.2b	BnaA07g32130D	B. napus
AT5G44430.1	JA/ET signaling	PDF1.2c	BnaC06g22140D	B. napus
AT1G06160.1	JA/ET signaling	ORA59	BnaC08g44670D	B. napus
AT1G06160.1	JA/ET signaling	ORA59	BnaC05g04210D	B. napus
AT1G06160.1	JA/ET signaling	ORA59	BnaA10g04090D	B. napus
AT1G06160.1	JA/ET signaling	ORA59	BnaA09g50010D	B. napus
AT3G23240.1	JA/ET signaling	ERF1	BnaA01g23940D	B. napus
AT1G02500.2	ET biosynthesis	SAM1	BnaC04g00410D	B. napus
AT1G02500.2	ET biosynthesis	SAM1	BnaA05g00770D	B. napus
AT2G36880.2	ET biosynthesis	MAT3	BnaC04g08360D	B. napus
AT2G36880.2	ET biosynthesis	MAT3	BnaA03g16860D	B. napus
AT2G36880.2	ET biosynthesis	MAT3	BnaA05g07530D	B. napus
AT2G36880.2	ET biosynthesis	MAT3	BnaC03g20310D	B. napus
AT3G17390.1	ET biosynthesis	MTO3	BnaA01g36920D	B. napus
AT3G17390.1	ET biosynthesis	MTO3	BnaCnng16700D	B. napus
AT3G17390.1	ET biosynthesis	MTO3	BnaC03g39970D	B. napus
AT3G17390.1	ET biosynthesis	MTO3	BnaA03g34510D	B. napus
AT4G01850.2	ET biosynthesis	SAM2	BnaA09g00390D	B. napus
AT4G01850.2	ET biosynthesis	SAM2	BnaCnng75920D	B. napus
AT4G01850.2	ET biosynthesis	SAM2	BnaA03g26530D	B. napus
AT4G01850.2	ET biosynthesis	SAM2	BnaC03g31390D	B. napus
AT1G01480.1	ET biosynthesis	ACS2	BnaC05g00530D	B. napus
AT1G01480.1	ET biosynthesis	ACS2	BnaA10g00470D	B. napus
AT2G22810.1	ET biosynthesis	ACS4	BnaA04g13310D	B. napus
AT2G22810.1	ET biosynthesis	ACS4	BnaC04g35390D	B. napus
AT3G49700.1	ET biosynthesis	ACS9	BnaC07g31520D	B. napus
AT3G49700.1	ET biosynthesis	ACS9	BnaA03g40560D	B. napus
AT3G49700.1	ET biosynthesis	ACS9	BnaC08g21300D	B. napus
AT3G49700.1	ET biosynthesis	ACS9	BnaA06g15630D	B. napus
AT3G61510.1	ET biosynthesis	ACS1	BnaC08g49010D	B. napus
AT3G61510.1	ET biosynthesis	ACS1	BnaA09g39260D	B. napus
AT4G08040.1	ET biosynthesis	ACS11	BnaC03g28000D	B. napus
AT4G08040.1	ET biosynthesis	ACS11	BnaA03g23600D	B. napus
AT4G11280.1	ET biosynthesis	ACS6	BnaC09g24050D	B. napus
AT4G11280.1	ET biosynthesis	ACS6	BnaA09g21860D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaCnng71530D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaCnng78650D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaA03g47880D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaA01g15380D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaC07g40130D	B. napus
AT4G26200.1	ET biosynthesis	ACS7	BnaC01g18250D	B. napus
AT4G37770.1	ET biosynthesis	ACS8	BnaC03g76570D	B. napus
AT4G37770.1	ET biosynthesis	ACS8	BnaC03g76580D	B. napus
AT4G37770.1	ET biosynthesis	ACS8	BnaAnng30490D	B. napus
AT4G37770.1	ET biosynthesis	ACS8	BnaA01g00270D	B. napus
AT4G37770.1	ET biosynthesis	ACS8	BnaC01g01270D	B. napus
AT5G65800.1	ET biosynthesis	ACS5	BnaA09g07210D	B. napus
AT5G65800.1	ET biosynthesis	ACS5	BnaC02g16760D	B. napus
AT5G65800.1	ET biosynthesis	ACS5	BnaC09g07070D	B. napus
AT1G05010.1	ET biosynthesis	EFE(ACO4)	BnaC05g03040D	B. napus
AT1G05010.1	ET biosynthesis	EFE(ACO4)	BnaAnng12450D	B. napus
AT1G12010.1	ET biosynthesis	1-aminocyclopropane-1-carboxylate oxidase	BnaAnng21950D	B. napus
AT1G12010.1	ET biosynthesis	1-aminocyclopropane-1-carboxylate oxidase	BnaC08g41620D	B. napus
AT1G62380.1	ET biosynthesis	ACO2	BnaC04g19630D	B. napus
AT1G62380.1	ET biosynthesis	ACO2	BnaC09g13570D	B. napus
AT1G62380.1	ET biosynthesis	ACO2	BnaA03g60430D	B. napus
AT1G62380.1	ET biosynthesis	ACO2	BnaA09g13300D	B. napus
AT1G77330.1	ET biosynthesis	ACO5	BnaA02g18450D	B. napus
AT1G77330.1	ET biosynthesis	ACO5	BnaCnng09750D	B. napus
AT1G77330.1	ET biosynthesis	ACO5	BnaA07g33490D	B. napus
AT1G77330.1	ET biosynthesis	ACO5	BnaC06g38060D	B. napus
AT2G19590.1	ET biosynthesis	ACO1	BnaA09g44060D	B. napus
AT2G19590.1	ET biosynthesis	ACO1	BnaCnng33000D	B. napus
AT2G19590.1	ET biosynthesis	ACO1	BnaCnng67880D	B. napus
AT2G19590.1	ET biosynthesis	ACO1	BnaC08g36640D	B. napus
AT1G04310.1	ET signaling	ERS2	BnaCnng69330D	B. napus
AT1G04310.1	ET signaling	ERS2	BnaAnng25820D	B. napus
AT1G04310.1	ET signaling	ERS2	BnaC08g00620D	B. napus
AT1G66340.1	ET signaling	ETR1	BnaCnng17850D	B. napus
AT1G66340.1	ET signaling	ETR1	BnaA07g25770D	B. napus
AT2G40940.1	ET signaling	ERS1	BnaC04g51810D	B. napus
AT2G40940.1	ET signaling	ERS1	BnaA05g00430D	B. napus
AT3G04580.2	ET signaling	EIN4	BnaA01g33540D	B. napus
AT3G04580.2	ET signaling	EIN4	BnaC01g40040D	B. napus
AT3G23150.1	ET signaling	ETR2	BnaC01g31130D	B. napus
AT3G23150.1	ET signaling	ETR2	BnaCnng68360D	B. napus
AT3G23150.1	ET signaling	ETR2	BnaA01g24090D	B. napus
AT5G03730.1	ET signaling	CTR1	BnaCnng02610D	B. napus
AT5G03730.1	ET signaling	CTR1	BnaA03g01030D	B. napus
AT5G03730.1	ET signaling	CTR1	BnaC03g01380D	B. napus
AT5G03730.1	ET signaling	CTR1	BnaA10g26380D	B. napus
AT5G03280.1	ET signaling	EIN2	BnaCnng02940D	B. napus
AT5G03280.1	ET signaling	EIN2	BnaA10g26670D	B. napus
AT1G73730.1	ET signaling	EIL3	BnaA07g39030D	B. napus
AT1G73730.1	ET signaling	EIL3	BnaC06g23450D	B. napus
AT1G73730.1	ET signaling	EIL3	BnaA02g16550D	B. napus
AT1G73730.1	ET signaling	EIL3	BnaC06g34570D	B. napus
AT2G27050.1	ET signaling	EIL1	BnaC03g26570D	B. napus
AT2G27050.1	ET signaling	EIL1	BnaA03g22560D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaA05g20140D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaA01g36840D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaC01g32460D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaC03g41740D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaC05g31510D	B. napus
AT3G20770.1	ET signaling	EIN3	BnaA03g35930D	B. napus
AT5G10120.1	ET signaling	putative ethylene insensitive 3-like 4 protein	BnaC02g00520D	B. napus
AT5G10120.1	ET signaling	putative ethylene insensitive 3-like 4 protein	BnaA03g02810D	B. napus
AT5G10120.1	ET signaling	putative ethylene insensitive 3-like 4 protein	BnaC03g04150D	B. napus
AT5G10120.1	ET signaling	putative ethylene insensitive 3-like 4 protein	BnaA02g00350D	B. napus
AT5G21120.1	ET signaling	EIL2	BnaCnng35080D	B. napus
AT5G21120.1	ET signaling	EIL2	BnaA10g14470D	B. napus
AT5G65100.1	ET signaling	Ethylene insensitive 3 family protein	BnaA06g24030D	B. napus
AT5G65100.1	ET signaling	Ethylene insensitive 3 family protein	BnaC03g49200D	B. napus
AT2G25490.1	ET signaling	EBF1	BnaA04g14890D	B. napus
AT2G25490.1	ET signaling	EBF1	BnaC04g37750D	B. napus
AT5G25350.1	ET signaling	EBF2	BnaA09g04600D	B. napus
AT5G25350.1	ET signaling	EBF2	BnaC07g29410D	B. napus
AT5G25350.1	ET signaling	EBF2	BnaC09g04050D	B. napus
AT5G25350.1	ET signaling	EBF2	BnaA06g27640D	B. napus
AT3G23240.1	ET signaling	ERF1	BnaA01g23940D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaC09g20090D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaA02g25110D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaA06g35500D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaAnng07060D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaCnng60520D	B. napus
AT5G47220.1	ET signaling	ERF2	BnaC07g20040D	B. napus
AT1G74710.1	SA biosynthesis	SID2(ICS1)	BnaCnng08300D	B. napus
AT1G74710.1	SA biosynthesis	SID2(ICS1)	BnaA07g22090D	B. napus
AT1G74710.1	SA biosynthesis	SID2(ICS1)	BnaC06g35540D	B. napus
AT1G74710.1	SA biosynthesis	SID2(ICS1)	BnaC06g22820D	B. napus
AT1G18870.1	SA biosynthesis	ICS2	BnaC05g14570D	B. napus
AT1G18870.1	SA biosynthesis	ICS2	BnaA06g13060D	B. napus
AT1G18870.1	SA biosynthesis	ICS2	BnaA08g22340D	B. napus
AT1G18870.1	SA biosynthesis	ICS2	BnaC08g18420D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaC09g12000D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaA09g11550D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaA08g14450D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaC08g12110D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaA01g15290D	B. napus
AT1G64280.1	SA signaling	NPR1	BnaC01g18080D	B. napus
AT2G41370.1	SA signaling	BOP2	BnaC04g01830D	B. napus
AT2G41370.1	SA signaling	BOP2	BnaC04g47620D	B. napus
AT2G41370.1	SA signaling	BOP2	BnaA04g23860D	B. napus
AT2G41370.1	SA signaling	BOP2	BnaA05g02160D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaC04g24530D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaC02g38200D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaA07g17180D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaA09g36500D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaA04g03040D	B. napus
AT3G57130.1	SA signaling	BOP1	BnaC08g28070D	B. napus
AT4G19660.1	SA signaling	NPR4	BnaC01g12020D	B. napus
AT4G19660.1	SA signaling	NPR4	BnaA01g10220D	B. napus
AT4G26120.1	SA signaling	NPR2	BnaA01g15310D	B. napus
AT4G26120.1	SA signaling	NPR2	BnaC01g18130D	B. napus
AT5G45110.1	SA signaling	NPR3	BnaA02g23720D	B. napus
AT5G45110.1	SA signaling	NPR3	BnaC02g31190D	B. napus
AT5G45110.1	SA signaling	NPR3	BnaAnng05410D	B. napus
AT5G45110.1	SA signaling	NPR3	BnaC07g02890D	B. napus
AT1G08320.3	SA signaling	TGA9	BnaC08g43230D	B. napus
AT1G08320.3	SA signaling	TGA9	BnaC05g06030D	B. napus
AT1G08320.3	SA signaling	TGA9	BnaA09g48940D	B. napus
AT1G08320.3	SA signaling	TGA9	BnaA06g04770D	B. napus
AT1G22070.1	SA signaling	TGA3	BnaA09g30910D	B. napus
AT1G22070.1	SA signaling	TGA3	BnaC05g17700D	B. napus
AT1G22070.1	SA signaling	TGA3	BnaC08g20170D	B. napus
AT1G22070.1	SA signaling	TGA3	BnaA08g20970D	B. napus
AT1G68640.1	SA signaling	PAN	BnaC06g30310D	B. napus
AT1G68640.1	SA signaling	PAN	BnaA07g27320D	B. napus
AT1G77920.1	SA signaling	TGA7	BnaA07g20770D	B. napus
AT1G77920.1	SA signaling	TGA7	BnaC06g20630D	B. napus
AT1G77920.1	SA signaling	TGA7	BnaA07g33790D	B. napus
AT1G77920.1	SA signaling	TGA7	BnaC06g38430D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaA05g26790D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaCnng22950D	B. napus
AT3G12250.4	SA signaling	TGA6	BnaC05g40810D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaA01g30760D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaC09g48640D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaC03g37460D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaA03g32170D	B. napus
AT3G12250.2	SA signaling	TGA6	BnaA10g24020D	B. napus
AT5G06839.3	SA signaling	TGA10	BnaUnng03970D	B. napus
AT5G06839.1	SA signaling	TGA10	BnaAnng36310D	B. napus
AT5G06839.3	SA signaling	TGA10	BnaCnng67350D	B. napus
AT5G06839.3	SA signaling	TGA10	BnaAnng33510D	B. napus
AT5G06839.3	SA signaling	TGA10	BnaC09g48720D	B. napus
AT5G06839.3	SA signaling	TGA10	BnaA10g24100D	B. napus
AT5G06960.2	SA signaling	AHBP-1B	BnaC02g01780D	B. napus
AT5G06960.2	SA signaling	AHBP-1B	BnaAnng01920D	B. napus
AT5G10030.2	SA signaling	TGA4	BnaC09g46670D	B. napus
AT5G10030.2	SA signaling	TGA4	BnaC02g00560D	B. napus
AT5G10030.2	SA signaling	TGA4	BnaA10g22150D	B. napus
AT5G10030.2	SA signaling	TGA4	BnaA02g00310D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaA06g24140D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaA09g07120D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaC02g43620D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaAnng04720D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaC03g49070D	B. napus
AT5G65210.5	SA signaling	TGA1	BnaC09g06840D	B. napus
AT1G50060.1	SA signaling	CAP	BnaC06g03200D	B. napus
AT1G50060.1	SA signaling	CAP	BnaA06g37750D	B. napus
AT1G50060.1	SA signaling	CAP	BnaAnng29270D	B. napus
AT1G50060.1	SA signaling	CAP	BnaCnng63210D	B. napus
AT2G14610.1	SA signaling	PR1	BnaC08g03660D	B. napus
AT2G14610.1	SA signaling	PR1	BnaC08g03670D	B. napus
AT2G14610.1	SA signaling	PR1	BnaC03g45470D	B. napus
AT5G67030.1	ABA biosynthesis	ZEP(ABA1)	BnaA09g07610D	B. napus
AT5G67030.1	ABA biosynthesis	ZEP(ABA1)	BnaC07g16350D	B. napus
AT5G67030.1	ABA biosynthesis	ZEP(ABA1)	BnaA07g12170D	B. napus
AT5G67030.1	ABA biosynthesis	ZEP(ABA1)	BnaC09g07550D	B. napus
AT1G52340.1	ABA biosynthesis	SDR1(ABA2)	BnaA06g01590D	B. napus
AT1G52340.1	ABA biosynthesis	SDR1(ABA2)	BnaC06g41140D	B. napus
AT3G63520.1	ABA biosynthesis	NCED1/CCD1	BnaAnng12520D	B. napus
AT3G63520.1	ABA biosynthesis	NCED1/CCD1	BnaA09g41150D	B. napus
AT3G63520.1	ABA biosynthesis	NCED1/CCD1	BnaC08g33680D	B. napus
AT3G63520.1	ABA biosynthesis	NCED1/CCD1	BnaC08g33690D	B. napus
AT3G63520.1	ABA biosynthesis	NCED1/CCD1	BnaC04g20610D	B. napus
AT4G18350.1	ABA biosynthesis	NCED2	BnaA03g58230D	B. napus
AT4G18350.1	ABA biosynthesis	NCED2	BnaC01g10770D	B. napus
AT4G18350.1	ABA biosynthesis	NCED2	BnaC07g35240D	B. napus
AT4G18350.1	ABA biosynthesis	NCED2	BnaA01g09090D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaCnng32080D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaC01g36910D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaA01g29390D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaA05g25030D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaC05g39200D	B. napus
AT3G14440.1	ABA biosynthesis	NCED3	BnaA03g33390D	B. napus
AT4G19170.1	ABA biosynthesis	NCED4	BnaC01g11550D	B. napus
AT4G19170.1	ABA biosynthesis	NCED4	BnaA08g09110D	B. napus
AT4G19170.1	ABA biosynthesis	NCED4	BnaA01g09900D	B. napus
AT1G78390.1	ABA biosynthesis	NCED5	BnaA07g39250D	B. napus
AT1G78390.1	ABA biosynthesis	NCED5	BnaC06g38870D	B. napus
AT3G24220.1	ABA biosynthesis	NCED6	BnaA07g06050D	B. napus
AT3G24220.1	ABA biosynthesis	NCED6	BnaC07g07580D	B. napus
AT1G30100.1	ABA biosynthesis	NCED9	BnaCnng38510D	B. napus
AT1G30100.1	ABA biosynthesis	NCED9	BnaA09g26450D	B. napus
AT5G20960.2	ABA biosynthesis	AAO1	BnaA02g05170D	B. napus
AT5G20960.2	ABA biosynthesis	AAO1	BnaC09g36910D	B. napus
AT5G20960.2	ABA biosynthesis	AAO1	BnaA10g14600D	B. napus
AT3G43600.1	ABA biosynthesis	AAO2	BnaA06g19620D	B. napus
AT3G43600.1	ABA biosynthesis	AAO2	BnaA06g20180D	B. napus
AT3G43600.1	ABA biosynthesis	AAO2	BnaC03g54410D	B. napus
AT2G27150.2	ABA biosynthesis	AAO3	BnaA04g15640D	B. napus
AT2G27150.2	ABA biosynthesis	AAO3	BnaC04g38650D	B. napus
AT1G04580.1	ABA biosynthesis	AAO4	BnaC05g02700D	B. napus
AT1G04580.1	ABA biosynthesis	AAO4	BnaA10g02720D	B. napus
AT1G16540.1	ABA biosynthesis	ABA3(MCSU)	BnaA06g38330D	B. napus
AT1G16540.1	ABA biosynthesis	ABA3(MCSU)	BnaC05g12650D	B. napus
AT1G01360.1	ABA signaling	RCAR1	BnaA07g38130D	B. napus
AT1G01360.1	ABA signaling	RCAR1	BnaC06g17940D	B. napus
AT1G01360.1	ABA signaling	RCAR1	BnaC05g00620D	B. napus
AT1G01360.1	ABA signaling	RCAR1	BnaC05g17260D	B. napus
AT1G01360.1	ABA signaling	RCAR1	BnaA10g00540D	B. napus
AT1G73000.1	ABA signaling	PYL3	BnaC03g23260D	B. napus
AT1G73000.1	ABA signaling	PYL3	BnaA02g16230D	B. napus
AT1G73000.1	ABA signaling	PYL3	BnaC02g21700D	B. napus
AT2G26040.1	ABA signaling	PYL2	BnaA09g40690D	B. napus
AT2G26040.1	ABA signaling	PYL2	BnaC08g33170D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaA04g21960D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaC04g56560D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaAnng13200D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaC03g21240D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaA03g17720D	B. napus
AT2G38310.1	ABA signaling	PYL4	BnaC04g07010D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaC04g04830D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaA04g29300D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaC03g22610D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaA05g05420D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaA03g19030D	B. napus
AT2G40330.1	ABA signaling	PYL6	BnaC04g47050D	B. napus
AT4G01026.1	ABA signaling	PYL7	BnaA03g26790D	B. napus
AT4G01026.1	ABA signaling	PYL7	BnaC03g31730D	B. napus
